module,locus_tag,gene_weight,accession,start,end,strand,product,old_locus_tag,Description,Preferred_name,PFAMs,Protein names,Length,Protein families,Gene Ontology (GO),Gene Ontology (molecular function),regulator
1,Atu1647,0.1188755650940537,NC_003062.2,1630522.0,1631682.0,-,ABC transporter%2C membrane spanning protein,AGR_C_3035,"ABC-type transport system involved in resistance to organic solvents, permease component",MA20_08115,"MlaE,STAS,STAS_2","ABC transporter, membrane spanning protein",386.0,MlaE permease family,ATP-binding cassette (ABC) transporter complex [GO:0043190],,
1,Atu3519,0.0587186383762681,NC_003063.2,566148.0,567014.0,-,peptidyl-prolyl cis-trans isomerase,AGR_L_2623,peptidyl-prolyl isomerase,ppiC,"Rotamase,Rotamase_3",Parvulin-like PPIase (Peptidyl-prolyl cis-trans isomerase plp) (Rotamase plp),288.0,PpiC/parvulin rotamase family,cell outer membrane [GO:0009279]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],
1,Atu0912,0.0804378275031418,NC_003062.2,902102.0,903679.0,+,Na+/H+ antiporter,AGR_C_1663,"Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter, MnhD subunit",mrpD,Proton_antipo_M,Na+/H+ antiporter,525.0,,membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],NADH dehydrogenase (ubiquinone) activity [GO:0008137],
1,Atu0925,0.1341773784738876,NC_003062.2,913645.0,914193.0,-,conserved hypothetical protein,,integral membrane protein,MA20_15590,DUF1254,DUF1254 domain-containing protein,182.0,,,,
1,Atu3203,0.1505252556298828,NC_003063.2,214582.0,215796.0,-,RND multidrug efflux membrane permease,AGR_L_3215,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,acrA,"Biotin_lipoyl_2,HlyD_3,HlyD_D23",RND multidrug efflux membrane permease,404.0,Membrane fusion protein (MFP) (TC 8.A.1) family,membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; response to chemical [GO:0042221],transmembrane transporter activity [GO:0022857],
1,Atu0806,0.0573314491025087,NC_003062.2,807277.0,808197.0,+,conserved hypothetical protein,AGR_C_1479,Protein of unknown function (DUF1499),-,DUF1499,DUF1499 domain-containing protein,306.0,,membrane [GO:0016020],,
1,Atu0931,0.1421482155114797,NC_003062.2,920246.0,922519.0,-,penicillin binding protein,AGR_C_1696,penicillin-binding protein,pbp,"Transgly,Transpeptidase",peptidoglycan glycosyltransferase (EC 2.4.1.129),757.0,Transpeptidase family; Glycosyltransferase 51 family,membrane [GO:0016020]; carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508],carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955],
1,Atu0780,0.0730476489464957,NC_003062.2,776248.0,777096.0,-,conserved hypothetical protein,AGR_C_1426,to be involved in C-type cytochrome biogenesis,-,DsbC,Thiol:disulfide interchange protein DsbD N-terminal domain-containing protein,282.0,,,,
1,Atu0926,0.1295802301924804,NC_003062.2,914186.0,914773.0,-,conserved hypothetical protein,AGR_C_1688,Protein of unknown function (DUF1214),MA20_15585,DUF1214,DUF1214 domain-containing protein,195.0,,,,
1,Atu1076,0.0651485831715954,NC_003062.2,1068621.0,1069208.0,-,colicin V production protein,AGR_C_1988,Colicin V production protein,cvpA,Colicin_V,Colicin V production protein,195.0,,membrane [GO:0016020]; toxin biosynthetic process [GO:0009403],,
1,Atu1327,0.0912395534132947,NC_003062.2,1315245.0,1315643.0,+,NADH-ubiquinone oxidoreductase,AGR_C_2444,"Provides the input to the respiratory chain from the NAD-linked dehydrogenases of the citric acid cycle. The complex couples the oxidation of NADH and the reduction of ubiquinone, to the generation of a proton gradient which is then used for ATP synthesis",MA20_29090,NDUFA12,NADH-ubiquinone oxidoreductase,132.0,,membrane [GO:0016020]; mitochondrial respiratory chain complex I assembly [GO:0032981],,
1,Atu1333,0.0709313300130979,NC_003062.2,1319283.0,1320050.0,-,outer membrane protein,AGR_C_2458,DSBA oxidoreductase,-,"DSBA,Thioredoxin_4",Outer membrane protein,255.0,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],
1,Atu1373,0.0855270202323745,NC_003062.2,1366969.0,1367811.0,+,conserved hypothetical protein,AGR_C_2536,Domain of unknown function (DUF1849),MA20_36210,DUF1849,ATP-binding protein,280.0,,,,
1,Atu3598,0.1075900268805492,NC_003063.2,652419.0,653087.0,-,thiol:disulfide interchange protein,AGR_L_2458,Thiol disulfide interchange protein,tlpA,"AhpC-TSA,Redoxin",Thiol:disulfide interchange protein,222.0,,disulfide oxidoreductase activity [GO:0015036]; cytochrome complex assembly [GO:0017004],disulfide oxidoreductase activity [GO:0015036],
1,Atu1056,0.1134716448152489,NC_003062.2,1048008.0,1048445.0,-,conserved hypothetical protein,AGR_C_1949,Protein of unknown function (DUF2385),MA20_42075,DUF2385,TIGR02301 family protein,145.0,,,,
2,Atu3142,0.0620704387794227,NC_003063.2,149909.0,150733.0,-,4-deoxy-L-threo-5-hexosulose-uronate,AGR_L_3335,"Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate",kduI,KduI,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase),274.0,KduI family,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity [GO:0008697]; zinc ion binding [GO:0008270]; pectin catabolic process [GO:0045490],4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity [GO:0008697]; zinc ion binding [GO:0008270],
2,Atu3137,0.1725965759478972,NC_003063.2,144986.0,145963.0,-,C4-dicarboxylate-binding protein,AGR_L_3344,"Bacterial extracellular solute-binding protein, family 7",MA20_38040,DctP,C4-dicarboxylate-binding protein,325.0,Bacterial solute-binding protein 7 family,outer membrane-bounded periplasmic space [GO:0030288]; organic substance transport [GO:0071702]; transmembrane transport [GO:0055085],,
2,Atu3138,0.2155328792653198,NC_003063.2,146107.0,146985.0,-,conserved hypothetical protein,AGR_L_3341,metal-dependent hydrolase of the,-,Amidohydro_2,D-galactarolactone isomerase (GLI) (EC 5.4.1.4) (Galactaro delta-lactone isomerase),292.0,Metallo-dependent hydrolases superfamily,hydrolase activity [GO:0016787]; isomerase activity [GO:0016853],hydrolase activity [GO:0016787]; isomerase activity [GO:0016853],
2,Atu3140,0.1944361579512644,NC_003063.2,148144.0,149055.0,-,5-dehydro-4-deoxyglucarate dehydratase,AGR_L_3338,Belongs to the DapA family,kdgD,DHDPS,Probable 5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41) (5-keto-4-deoxy-glucarate dehydratase) (KDGDH),303.0,DapA family,5-dehydro-4-deoxyglucarate dehydratase activity [GO:0047448]; D-glucarate catabolic process [GO:0042838],5-dehydro-4-deoxyglucarate dehydratase activity [GO:0047448],
2,Atu3141,0.0581539693275747,NC_003063.2,149169.0,149912.0,-,2-deoxy-D-gluconate 3-dehydrogenase,AGR_L_3337,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),kduD,adh_short_C2,2-deoxy-D-gluconate 3-dehydrogenase,247.0,,2-deoxy-D-gluconate 3-dehydrogenase activity [GO:0008678]; NAD binding [GO:0051287],2-deoxy-D-gluconate 3-dehydrogenase activity [GO:0008678]; NAD binding [GO:0051287],
2,Atu3143,0.1791767948336689,NC_003063.2,150872.0,151669.0,+,conserved hypothetical protein,AGR_L_3333,NAD-dependent epimerase dehydratase,-,Epimerase,Uronate dehydrogenase (EC 1.1.1.203) (D-galacturonate dehydrogenase) (D-glucuronate dehydrogenase) (Hexuronate dehydrogenase),265.0,NAD(P)-dependent epimerase/dehydratase family,nucleotide binding [GO:0000166]; uronate dehydrogenase activity [GO:0050388],nucleotide binding [GO:0000166]; uronate dehydrogenase activity [GO:0050388],
2,Atu3343,0.0869179361684331,NC_003063.2,377500.0,378549.0,+,trehalose utilization-related protein,AGR_L_2956,"Oxidoreductase family, C-terminal alpha/beta domain",thuB,"GFO_IDH_MocA,GFO_IDH_MocA_C",Trehalose utilization-related protein,349.0,,nucleotide binding [GO:0000166],nucleotide binding [GO:0000166],Atu3337
2,Atu3219,0.1256043568987715,NC_003063.2,233509.0,235320.0,-,dihydroxy-acid dehydratase,AGR_L_3190,Belongs to the IlvD Edd family,MA20_27195,ILVD_EDD,Dihydroxy-acid dehydratase,603.0,IlvD/Edd family,hydro-lyase activity [GO:0016836]; carboxylic acid metabolic process [GO:0019752]; primary metabolic process [GO:0044238],hydro-lyase activity [GO:0016836],
2,Atu3342,0.0620310775167875,NC_003063.2,376708.0,377493.0,+,trehalose utilization-related protein,AGR_L_2958,Trehalose utilization protein,thuA,ThuA,Trehalose utilization-related protein,261.0,,,,Atu3337
2,Atu3453,0.0590043451656318,NC_003063.2,500975.0,502123.0,+,isomerase/lactonizing enzyme,AGR_L_2751,mandelate racemase muconate lactonizing,-,"MR_MLE_C,MR_MLE_N",Isomerase/lactonizing enzyme,382.0,,hydro-lyase activity [GO:0016836]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872],hydro-lyase activity [GO:0016836]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872],
2,Atu3461,0.149584532335111,NC_003063.2,509129.0,509857.0,-,transcriptional regulator%2C GntR family,AGR_L_2736,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",242.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
2,Atu3908,0.0882661240502341,NC_003063.2,1007420.0,1008085.0,-,transcriptional regulator%2C GntR family,AGR_L_1876,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",221.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
2,Atu3963,-0.182427063046019,NC_003063.2,1067535.0,1068233.0,-,transcriptional regulator%2C GntR family,AGR_L_1783,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",232.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
2,Atu3136,0.1678529422039228,NC_003063.2,144394.0,144915.0,-,ABC transporter%2C membrane spanning protein,AGR_L_3346,ABC transporter permease,MA20_38035,DctQ,TRAP transporter small permease protein,173.0,TRAP transporter small permease family,plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],
2,Atu3144,-0.104863617903999,NC_003063.2,151759.0,152496.0,+,transcriptional regulator%2C GntR family,AGR_L_3331,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",245.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
2,Atu3135,0.1764806937560102,NC_003063.2,143113.0,144393.0,-,ABC transporter%2C membrane spanning protein,AGR_L_3348,ABC transporter permease,yiaN,DctM,TRAP transporter large permease protein,426.0,TRAP transporter large permease family,plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],
2,Atu1113,-0.0620748386399407,NC_003062.2,1103036.0,1103962.0,-,dehydrogenase,AGR_C_2059,dehydrogenases and related proteins,gal,GFO_IDH_MocA,Dehydrogenase,308.0,,nucleotide binding [GO:0000166],nucleotide binding [GO:0000166],
2,Atu2832,0.0749313707754145,NC_003062.2,2836929.0,2838257.0,-,tRNA modification GTPase,AGR_C_5135,"Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34",mnmE,"MMR_HSR1,MnmE_helical,TrmE_N",tRNA modification GTPase MnmE (EC 3.6.-.-),442.0,"TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, TrmE GTPase family",cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA modification [GO:0006400],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872],
2,Atu0014,-0.0667436678921896,NC_003062.2,11335.0,12177.0,+,2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase,AGR_C_22,"COG0179 2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",hpcE,FAA_hydrolase,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",280.0,,isomerase activity [GO:0016853],isomerase activity [GO:0016853],
2,Atu0030,0.0765232747587252,NC_003062.2,33411.0,33686.0,-,phosphocarrier protein HPr,AGR_C_49,Phosphotransferase System,ptsH,PTS-HPr,Phosphocarrier protein HPr,91.0,,,,
2,Atu0346,-0.0876009132046008,NC_003062.2,339637.0,342465.0,+,uridylyltransferase/uridylyl-removing enzyme UTase,AGR_C_606,"Modifies, by uridylylation and deuridylylation, the PII regulatory proteins (GlnB and homologs), in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen",glnD,"ACT,GlnD_UR_UTase,GlnE,HD,NTP_transf_2",Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],942.0,GlnD family,[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081]; nitrogen compound metabolic process [GO:0006807]; regulation of nitrogen utilization [GO:0006808],[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081],
2,Atu0368,0.1195179499181532,NC_003062.2,362338.0,363138.0,+,tRNA pseudouridine synthase I,AGR_C_644,"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs",truA,PseudoU_synth_1,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),266.0,TRNA pseudouridine synthase TruA family,RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119],RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029],
2,Atu0400,-0.0746521366601266,NC_003062.2,394837.0,395535.0,+,orotate phosphoribosyltransferase,AGR_C_704,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,Pribosyltran,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),232.0,"Purine/pyrimidine phosphoribosyltransferase family, PyrE subfamily",magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588]; 'de novo' UMP biosynthetic process [GO:0044205],magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588],
2,Atu0703,0.0836131444381716,NC_003062.2,703594.0,704223.0,-,keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase,AGR_C_1269,Aldolase,dgoA,Aldolase,Keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase,209.0,KHG/KDPG aldolase family,lyase activity [GO:0016829],lyase activity [GO:0016829],
2,Atu0912,0.0732537494557219,NC_003062.2,902102.0,903679.0,+,Na+/H+ antiporter,AGR_C_1663,"Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter, MnhD subunit",mrpD,Proton_antipo_M,Na+/H+ antiporter,525.0,,membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],NADH dehydrogenase (ubiquinone) activity [GO:0008137],
2,Atu0981,0.0711196407734547,NC_003062.2,971364.0,974330.0,+,glutamate-ammonia-ligase adenylyltransferase,AGR_C_1798,"Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell",glnE,"GlnD_UR_UTase,GlnE",Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)],988.0,GlnE family,[glutamate-ammonia-ligase] adenylyltransferase activity [GO:0008882]; [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [GO:0047388]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; metabolic process [GO:0008152]; regulation of glutamine family amino acid metabolic process [GO:0000820],[glutamate-ammonia-ligase] adenylyltransferase activity [GO:0008882]; [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [GO:0047388]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287],
2,Atu3115,-0.1091984325049572,NC_003063.2,125066.0,125764.0,+,transcriptional regulator%2C TetR family,AGR_L_1690GM,transcriptional regulator,-,"TetR_C_3,TetR_N","Transcriptional regulator, TetR family",232.0,,DNA binding [GO:0003677],DNA binding [GO:0003677],
2,Atu4190,-0.0695113737229332,NC_003063.2,1311759.0,1312640.0,-,calcium-binding protein%2C regucalcin,AGR_L_1336,SMP-30/Gluconolaconase/LRE-like region,-,SGL,"Calcium-binding protein, regucalcin",293.0,,,,
2,Atu1327,0.0716519272888622,NC_003062.2,1315245.0,1315643.0,+,NADH-ubiquinone oxidoreductase,AGR_C_2444,"Provides the input to the respiratory chain from the NAD-linked dehydrogenases of the citric acid cycle. The complex couples the oxidation of NADH and the reduction of ubiquinone, to the generation of a proton gradient which is then used for ATP synthesis",MA20_29090,NDUFA12,NADH-ubiquinone oxidoreductase,132.0,,membrane [GO:0016020]; mitochondrial respiratory chain complex I assembly [GO:0032981],,
